Facility_id Product_id "District Name"
"KHOMBEDZA HEALTH CENTRE" "MEDROXYPROGESTERONE ACETATE,SUBCUTANEOUS INJECTION, 104MG/0.65ML E.G  SAYANA PRESS,VIAL" SALIMA
"KHOMBEDZA HEALTH CENTRE" "ORAL CONTRACEPTIVE TABLETS - LEVONOGESTREL ONLY 0.3MG (MICROLUT)" SALIMA
"KHOMBEDZA HEALTH CENTRE" "ORAL CONTRACEPTIVE, COMBINED LOW OESTROGEN (MICROGYNON) ETHINYLESTRADIOL 0.03MG + LEVONORGESTREL 0.15MG" SALIMA
"KHOMBEDZA HEALTH CENTRE" "OXYTOCIN 10 IU/ML, 1ML" SALIMA
"KHOMBEDZA HEALTH CENTRE" "OXYTOCIN 10 IU/ML, 1ML,AMPOULE" SALIMA
"KHOMBEDZA HEALTH CENTRE" "PREGNANCY SLIDE TEST KIT (HUMAN-CHORIONIC GONADOTROPHIN) HCG" SALIMA
"KHOMBEDZA HEALTH CENTRE" "PREGNANCY TEST KIT (HUMAN - CHORIONIC GONADOTROPHIN (HCG)" SALIMA
"KHONDOWE HEALTH CENTRE" "COPPER CONTAINING IUCD" "NKHATA BAY"
"KHONDOWE HEALTH CENTRE" "COPPER CONTAINING IUCD (COPPER T)" "NKHATA BAY"
"KHONDOWE HEALTH CENTRE" "IMPLANON (ETONOGESTREL 68MG),IMPLANT,1 ROD" "NKHATA BAY"
"KHONDOWE HEALTH CENTRE" "IMPLANON (ETONOGESTREL 68MG),IMPLANT,1 ROD," "NKHATA BAY"
"KHONDOWE HEALTH CENTRE" "JADELLE( LEVONORGESTREL  75MG/ROD),2ROD IMPLANT,5  YEAR EFFICACY" "NKHATA BAY"
"KHONDOWE HEALTH CENTRE" JADELLE(IMPLANT) "NKHATA BAY"
"KHONDOWE HEALTH CENTRE" "LEVONORGESTREL (0.75MG, 2 TAB) OR (1.5MG, 1 TAB) PACK - EMERGENCY PILL" "NKHATA BAY"
"KHONDOWE HEALTH CENTRE" "LEVOPLANT (LEVONOGETREL75MG/ROD),2ROD IMPLANT,3 YEAR EFFICACY" "NKHATA BAY"
"KHONDOWE HEALTH CENTRE" "MAGNESIUM SULPHATE 50%, 2ML AMPOULE" "NKHATA BAY"
"KHONDOWE HEALTH CENTRE" "MALE CONDOMS" "NKHATA BAY"
"KHONDOWE HEALTH CENTRE" "MALE CONDOMS,EACH" "NKHATA BAY"
"KHONDOWE HEALTH CENTRE" "MEDROXYPROGESTERONE ACETATE INJECTION, 150MG/ML - DEPO-PROVERA" "NKHATA BAY"
"KHONDOWE HEALTH CENTRE" "MEDROXYPROGESTERONE ACETATE INTRAMUSCULAR INJECTION, 150MG/ML E.G DEPO PROVERA/TRICLOFEM, VIAL" "NKHATA BAY"
"KHONDOWE HEALTH CENTRE" "MEDROXYPROGESTERONE ACETATE,SUBCUTANEOUS INJECTION, 104MG/0.65ML E.G  SAYANA PRESS" "NKHATA BAY"
"KHONDOWE HEALTH CENTRE" "MEDROXYPROGESTERONE ACETATE,SUBCUTANEOUS INJECTION, 104MG/0.65ML E.G  SAYANA PRESS,VIAL" "NKHATA BAY"
"KHONDOWE HEALTH CENTRE" "ORAL CONTRACEPTIVE TABLETS - LEVONOGESTREL ONLY 0.3MG (MICROLUT)" "NKHATA BAY"
"KHONDOWE HEALTH CENTRE" "ORAL CONTRACEPTIVE, COMBINED LOW OESTROGEN (MICROGYNON) ETHINYLESTRADIOL 0.03MG + LEVONORGESTREL 0.15MG" "NKHATA BAY"
"KHONDOWE HEALTH CENTRE" "OXYTOCIN 10 IU/ML, 1ML" "NKHATA BAY"
"KHONDOWE HEALTH CENTRE" "OXYTOCIN 10 IU/ML, 1ML,AMPOULE" "NKHATA BAY"
"KHONDOWE HEALTH CENTRE" "PREGNANCY SLIDE TEST KIT (HUMAN-CHORIONIC GONADOTROPHIN) HCG" "NKHATA BAY"
"KHONGONI HEALTH CENTRE" "COPPER CONTAINING IUCD (COPPER T)" LILONGWE
"KHONGONI HEALTH CENTRE" "DEXAMETHASONE INJECTION 5MG/2ML,2ML" LILONGWE
"KHONGONI HEALTH CENTRE" "IMPLANON (ETONOGESTREL 68MG),IMPLANT,1 ROD" LILONGWE
"KHONGONI HEALTH CENTRE" "IMPLANON (ETONOGESTREL 68MG),IMPLANT,1 ROD," LILONGWE
"KHONGONI HEALTH CENTRE" "JADELLE( LEVONORGESTREL  75MG/ROD),2ROD IMPLANT,5  YEAR EFFICACY" LILONGWE
"KHONGONI HEALTH CENTRE" JADELLE(IMPLANT) LILONGWE
"KHONGONI HEALTH CENTRE" "LEVONORGESTREL (0.75MG, 2 TAB) OR (1.5MG, 1 TAB) PACK - EMERGENCY PILL" LILONGWE
"KHONGONI HEALTH CENTRE" "LEVOPLANT (LEVONOGETREL75MG/ROD),2ROD IMPLANT,3 YEAR EFFICACY" LILONGWE
"KHONGONI HEALTH CENTRE" "MAGNESIUM SULPHATE 50%, 2ML AMPOULE" LILONGWE
"KHONGONI HEALTH CENTRE" "MALE CONDOMS" LILONGWE
"KHONGONI HEALTH CENTRE" "MALE CONDOMS,EACH" LILONGWE
"KHONGONI HEALTH CENTRE" "MEDROXYPROGESTERONE ACETATE INTRAMUSCULAR INJECTION, 150MG/ML E.G DEPO PROVERA/TRICLOFEM, VIAL" LILONGWE
"KHONGONI HEALTH CENTRE" "MEDROXYPROGESTERONE ACETATE,SUBCUTANEOUS INJECTION, 104MG/0.65ML E.G  SAYANA PRESS" LILONGWE
"KHONGONI HEALTH CENTRE" "MEDROXYPROGESTERONE ACETATE,SUBCUTANEOUS INJECTION, 104MG/0.65ML E.G  SAYANA PRESS,VIAL" LILONGWE
"KHONGONI HEALTH CENTRE" "ORAL CONTRACEPTIVE, COMBINED LOW OESTROGEN (MICROGYNON) ETHINYLESTRADIOL 0.03MG + LEVONORGESTREL 0.15MG" LILONGWE
"KHONGONI HEALTH CENTRE" "OXYTOCIN 10 IU/ML, 1ML" LILONGWE
"KHONGONI HEALTH CENTRE" "OXYTOCIN 10 IU/ML, 1ML,AMPOULE" LILONGWE
"KHONGONI HEALTH CENTRE" "PREGNANCY SLIDE TEST KIT (HUMAN-CHORIONIC GONADOTROPHIN) HCG" LILONGWE
"KHONJENI HEALTH CENTRE" "COPPER CONTAINING IUCD (COPPER T)" THYOLO
"KHONJENI HEALTH CENTRE" "DEXAMETHASONE INJECTION 5MG/2ML,2ML" THYOLO
"KHONJENI HEALTH CENTRE" "FEMALE CONDOMS" THYOLO
"KHONJENI HEALTH CENTRE" "IMPLANON (ETONOGESTREL 68MG),IMPLANT,1 ROD" THYOLO
"KHONJENI HEALTH CENTRE" "IMPLANON (ETONOGESTREL 68MG),IMPLANT,1 ROD," THYOLO
"KHONJENI HEALTH CENTRE" "JADELLE( LEVONORGESTREL  75MG/ROD),2ROD IMPLANT,5  YEAR EFFICACY" THYOLO
"KHONJENI HEALTH CENTRE" JADELLE(IMPLANT) THYOLO
"KHONJENI HEALTH CENTRE" "LEVONORGESTREL (0.75MG, 2 TAB) OR (1.5MG, 1 TAB) PACK - EMERGENCY PILL" THYOLO
"KHONJENI HEALTH CENTRE" "LEVOPLANT (LEVONOGETREL75MG/ROD),2ROD IMPLANT,3 YEAR EFFICACY" THYOLO
"KHONJENI HEALTH CENTRE" "MALE CONDOMS" THYOLO
"KHONJENI HEALTH CENTRE" "MALE CONDOMS,EACH" THYOLO
"KHONJENI HEALTH CENTRE" "MEDROXYPROGESTERONE ACETATE INJECTION, 150MG/ML - DEPO-PROVERA" THYOLO
"KHONJENI HEALTH CENTRE" "MEDROXYPROGESTERONE ACETATE INTRAMUSCULAR INJECTION, 150MG/ML E.G DEPO PROVERA/TRICLOFEM, VIAL" THYOLO
"KHONJENI HEALTH CENTRE" "MEDROXYPROGESTERONE ACETATE,SUBCUTANEOUS INJECTION, 104MG/0.65ML E.G  SAYANA PRESS" THYOLO
"KHONJENI HEALTH CENTRE" "MEDROXYPROGESTERONE ACETATE,SUBCUTANEOUS INJECTION, 104MG/0.65ML E.G  SAYANA PRESS,VIAL" THYOLO
"KHONJENI HEALTH CENTRE" "ORAL CONTRACEPTIVE TABLETS - LEVONOGESTREL ONLY 0.3MG (MICROLUT)" THYOLO
"KHONJENI HEALTH CENTRE" "ORAL CONTRACEPTIVE, COMBINED LOW OESTROGEN (MICROGYNON) ETHINYLESTRADIOL 0.03MG + LEVONORGESTREL 0.15MG" THYOLO
"KHONJENI HEALTH CENTRE" "OXYTOCIN 10 IU/ML, 1ML" THYOLO
"KHONJENI HEALTH CENTRE" "OXYTOCIN 10 IU/ML, 1ML,AMPOULE" THYOLO
"KHONJENI HEALTH CENTRE" "PREGNANCY SLIDE TEST KIT (HUMAN-CHORIONIC GONADOTROPHIN) HCG" THYOLO
"KHOSOLO HEALTH CENTRE" "DEXAMETHASONE INJECTION 5MG/2ML,2ML" "MZIMBA SOUTH"
"KHOSOLO HEALTH CENTRE" "FEMALE CONDOMS" "MZIMBA SOUTH"
"KHOSOLO HEALTH CENTRE" "FEMALE CONDOMS , EACH" "MZIMBA SOUTH"
"KHOSOLO HEALTH CENTRE" "IMPLANON (ETONOGESTREL 68MG),IMPLANT,1 ROD" "MZIMBA SOUTH"
"KHOSOLO HEALTH CENTRE" "IMPLANON (ETONOGESTREL 68MG),IMPLANT,1 ROD," "MZIMBA SOUTH"
"KHOSOLO HEALTH CENTRE" "JADELLE( LEVONORGESTREL  75MG/ROD),2ROD IMPLANT,5  YEAR EFFICACY" "MZIMBA SOUTH"
"KHOSOLO HEALTH CENTRE" JADELLE(IMPLANT) "MZIMBA SOUTH"
"KHOSOLO HEALTH CENTRE" "LEVONORGESTREL (0.75MG, 2 TAB) OR (1.5MG, 1 TAB) PACK - EMERGENCY PILL" "MZIMBA SOUTH"
"KHOSOLO HEALTH CENTRE" "LEVOPLANT (LEVONOGETREL75MG/ROD),2ROD IMPLANT,3 YEAR EFFICACY" "MZIMBA SOUTH"
"KHOSOLO HEALTH CENTRE" "MAGNESIUM SULPHATE 50%, 2ML AMPOULE" "MZIMBA SOUTH"
"KHOSOLO HEALTH CENTRE" "MALE CONDOMS" "MZIMBA SOUTH"
"KHOSOLO HEALTH CENTRE" "MALE CONDOMS,EACH" "MZIMBA SOUTH"
"KHOSOLO HEALTH CENTRE" "MEDROXYPROGESTERONE ACETATE INJECTION, 150MG/ML - DEPO-PROVERA" "MZIMBA SOUTH"
"KHOSOLO HEALTH CENTRE" "MEDROXYPROGESTERONE ACETATE INTRAMUSCULAR INJECTION, 150MG/ML E.G DEPO PROVERA/TRICLOFEM, VIAL" "MZIMBA SOUTH"
"KHOSOLO HEALTH CENTRE" "MEDROXYPROGESTERONE ACETATE,SUBCUTANEOUS INJECTION, 104MG/0.65ML E.G  SAYANA PRESS" "MZIMBA SOUTH"
"KHOSOLO HEALTH CENTRE" "MEDROXYPROGESTERONE ACETATE,SUBCUTANEOUS INJECTION, 104MG/0.65ML E.G  SAYANA PRESS,VIAL" "MZIMBA SOUTH"
"KHOSOLO HEALTH CENTRE" "ORAL CONTRACEPTIVE TABLETS - LEVONOGESTREL ONLY 0.3MG (MICROLUT)" "MZIMBA SOUTH"
"KHOSOLO HEALTH CENTRE" "ORAL CONTRACEPTIVE, COMBINED LOW OESTROGEN (MICROGYNON) ETHINYLESTRADIOL 0.03MG + LEVONORGESTREL 0.15MG" "MZIMBA SOUTH"
"KHOSOLO HEALTH CENTRE" "OXYTOCIN 10 IU/ML, 1ML" "MZIMBA SOUTH"
"KHOSOLO HEALTH CENTRE" "OXYTOCIN 10 IU/ML, 1ML,AMPOULE" "MZIMBA SOUTH"
"KHOSOLO HEALTH CENTRE" "PREGNANCY SLIDE TEST KIT (HUMAN-CHORIONIC GONADOTROPHIN) HCG" "MZIMBA SOUTH"
"KHOSOLO HEALTH CENTRE" "PREGNANCY TEST KIT (HUMAN - CHORIONIC GONADOTROPHIN (H" "MZIMBA SOUTH"
"KHOSOLO HEALTH CENTRE" "PREGNANCY TEST KIT (HUMAN - CHORIONIC GONADOTROPHIN (HCG)" "MZIMBA SOUTH"
"KHUNGULU HEALTH CENTRE" "DEXAMETHASONE INJECTION 5MG/2ML,2ML" BLANTYRE
"KHUNGULU HEALTH CENTRE" "FEMALE CONDOMS" BLANTYRE
"KHUNGULU HEALTH CENTRE" "IMPLANON (ETONOGESTREL 68MG),IMPLANT,1 ROD," BLANTYRE
"KHUNGULU HEALTH CENTRE" "JADELLE( LEVONORGESTREL  75MG/ROD),2ROD IMPLANT,5  YEAR EFFICACY" BLANTYRE
"KHUNGULU HEALTH CENTRE" "LEVONORGESTREL (0.75MG, 2 TAB) OR (1.5MG, 1 TAB) PACK - EMERGENCY PILL" BLANTYRE
"KHUNGULU HEALTH CENTRE" "LEVOPLANT (LEVONOGETREL75MG/ROD),2ROD IMPLANT,3 YEAR EFFICACY" BLANTYRE
"KHUNGULU HEALTH CENTRE" "MALE CONDOMS" BLANTYRE
"KHUNGULU HEALTH CENTRE" "MEDROXYPROGESTERONE ACETATE INTRAMUSCULAR INJECTION, 150MG/ML E.G DEPO PROVERA/TRICLOFEM, VIAL" BLANTYRE
"KHUNGULU HEALTH CENTRE" "MEDROXYPROGESTERONE ACETATE,SUBCUTANEOUS INJECTION, 104MG/0.65ML E.G  SAYANA PRESS,VIAL" BLANTYRE
"KHUNGULU HEALTH CENTRE" "ORAL CONTRACEPTIVE, COMBINED LOW OESTROGEN (MICROGYNON) ETHINYLESTRADIOL 0.03MG + LEVONORGESTREL 0.15MG" BLANTYRE
"KHUNGULU HEALTH CENTRE" "PREGNANCY SLIDE TEST KIT (HUMAN-CHORIONIC GONADOTROPHIN) HCG" BLANTYRE
"KHUWI HEALTH CENTRE" "CALCIUM GLUCONATE 10%" NTCHISI
"KHUWI HEALTH CENTRE" "CALCIUM GLUCONATE 10%, 10ML" NTCHISI
"KHUWI HEALTH CENTRE" "COPPER CONTAINING IUCD" NTCHISI
"KHUWI HEALTH CENTRE" "COPPER CONTAINING IUCD (COPPER T)" NTCHISI
"KHUWI HEALTH CENTRE" "DEXAMETHASONE INJECTION 5MG/2ML,2ML" NTCHISI
"KHUWI HEALTH CENTRE" "IMPLANON (ETONOGESTREL 68MG),IMPLANT,1 ROD," NTCHISI
"KHUWI HEALTH CENTRE" "JADELLE( LEVONORGESTREL  75MG/ROD),2ROD IMPLANT,5  YEAR EFFICACY" NTCHISI
"KHUWI HEALTH CENTRE" JADELLE(IMPLANT) NTCHISI
"KHUWI HEALTH CENTRE" "LEVONORGESTREL (0.75MG, 2 TAB) OR (1.5MG, 1 TAB) PACK - EMERGENCY PILL" NTCHISI
"KHUWI HEALTH CENTRE" "LEVOPLANT (LEVONOGETREL75MG/ROD),2ROD IMPLANT,3 YEAR EFFICACY" NTCHISI
"KHUWI HEALTH CENTRE" "MAGNESIUM SULPHATE 50%, 2ML AMPOULE" NTCHISI
"KHUWI HEALTH CENTRE" "MALE CONDOMS" NTCHISI
"KHUWI HEALTH CENTRE" "MALE CONDOMS,EACH" NTCHISI
"KHUWI HEALTH CENTRE" "MEDROXYPROGESTERONE ACETATE INJECTION, 150MG/ML - DEPO-PROVERA" NTCHISI
"KHUWI HEALTH CENTRE" "MEDROXYPROGESTERONE ACETATE INTRAMUSCULAR INJECTION, 150MG/ML E.G DEPO PROVERA/TRICLOFEM, VIAL" NTCHISI
"KHUWI HEALTH CENTRE" "MEDROXYPROGESTERONE ACETATE,SUBCUTANEOUS INJECTION, 104MG/0.65ML E.G  SAYANA PRESS" NTCHISI
"KHUWI HEALTH CENTRE" "MEDROXYPROGESTERONE ACETATE,SUBCUTANEOUS INJECTION, 104MG/0.65ML E.G  SAYANA PRESS,VIAL" NTCHISI
"KHUWI HEALTH CENTRE" "ORAL CONTRACEPTIVE, COMBINED LOW OESTROGEN (MICROGYNON) ETHINYLESTRADIOL 0.03MG + LEVONORGESTREL 0.15MG" NTCHISI
"KHUWI HEALTH CENTRE" "OXYTOCIN 10 IU/ML, 1ML" NTCHISI
"KHUWI HEALTH CENTRE" "OXYTOCIN 10 IU/ML, 1ML,AMPOULE" NTCHISI
"KHUWI HEALTH CENTRE" "PREGNANCY SLIDE TEST KIT (HUMAN-CHORIONIC GONADOTROPHIN) HCG" NTCHISI
"KHUYUKUYU HEALTH CENTRE" "COPPER CONTAINING IUCD (COPPER T)" "MZIMBA NORTH"
"KHUYUKUYU HEALTH CENTRE" "DEXAMETHASONE INJECTION 5MG/2ML,2ML" "MZIMBA NORTH"
"KHUYUKUYU HEALTH CENTRE" "FEMALE CONDOMS" "MZIMBA NORTH"
"KHUYUKUYU HEALTH CENTRE" "FEMALE CONDOMS , EACH" "MZIMBA NORTH"
"KHUYUKUYU HEALTH CENTRE" "IMPLANON (ETONOGESTREL 68MG),IMPLANT,1 ROD" "MZIMBA NORTH"
"KHUYUKUYU HEALTH CENTRE" "IMPLANON (ETONOGESTREL 68MG),IMPLANT,1 ROD," "MZIMBA NORTH"
"KHUYUKUYU HEALTH CENTRE" "JADELLE( LEVONORGESTREL  75MG/ROD),2ROD IMPLANT,5  YEAR EFFICACY" "MZIMBA NORTH"
"KHUYUKUYU HEALTH CENTRE" "LEVONORGESTREL (0.75MG, 2 TAB) OR (1.5MG, 1 TAB) PACK - EMERGENCY PILL" "MZIMBA NORTH"
"KHUYUKUYU HEALTH CENTRE" "LEVOPLANT (LEVONOGETREL75MG/ROD),2ROD IMPLANT,3 YEAR EFFICACY" "MZIMBA NORTH"
"KHUYUKUYU HEALTH CENTRE" "MAGNESIUM SULPHATE 50%, 2ML AMPOULE" "MZIMBA NORTH"
"KHUYUKUYU HEALTH CENTRE" "MALE CONDOMS" "MZIMBA NORTH"
"KHUYUKUYU HEALTH CENTRE" "MALE CONDOMS,EACH" "MZIMBA NORTH"
"KHUYUKUYU HEALTH CENTRE" "MEDROXYPROGESTERONE ACETATE INJECTION, 150MG/ML - DEPO-PROVERA" "MZIMBA NORTH"
"KHUYUKUYU HEALTH CENTRE" "MEDROXYPROGESTERONE ACETATE INTRAMUSCULAR INJECTION, 150MG/ML E.G DEPO PROVERA/TRICLOFEM, VIAL" "MZIMBA NORTH"
"KHUYUKUYU HEALTH CENTRE" "MEDROXYPROGESTERONE ACETATE,SUBCUTANEOUS INJECTION, 104MG/0.65ML E.G  SAYANA PRESS" "MZIMBA NORTH"
"KHUYUKUYU HEALTH CENTRE" "MEDROXYPROGESTERONE ACETATE,SUBCUTANEOUS INJECTION, 104MG/0.65ML E.G  SAYANA PRESS,VIAL" "MZIMBA NORTH"
"KHUYUKUYU HEALTH CENTRE" "ORAL CONTRACEPTIVE TABLETS - LEVONOGESTREL ONLY 0.3MG (MICROLUT)" "MZIMBA NORTH"
"KHUYUKUYU HEALTH CENTRE" "ORAL CONTRACEPTIVE, COMBINED LOW OESTROGEN (MICROGYNON) ETHINYLESTRADIOL 0.03MG + LEVONORGESTREL 0.15MG" "MZIMBA NORTH"
"KHUYUKUYU HEALTH CENTRE" "OXYTOCIN 10 IU/ML, 1ML" "MZIMBA NORTH"
"KHUYUKUYU HEALTH CENTRE" "OXYTOCIN 10 IU/ML, 1ML,AMPOULE" "MZIMBA NORTH"
"KHUYUKUYU HEALTH CENTRE" "PREGNANCY SLIDE TEST KIT (HUMAN-CHORIONIC GONADOTROPHIN) HCG" "MZIMBA NORTH"
"KHUYUKUYU HEALTH CENTRE" "PREGNANCY TEST KIT (HUMAN - CHORIONIC GONADOTROPHIN (H" "MZIMBA NORTH"
"KHUYUKUYU HEALTH CENTRE" "PREGNANCY TEST KIT (HUMAN - CHORIONIC GONADOTROPHIN (HCG)" "MZIMBA NORTH"
"KOCHILIRA RURAL/ COMMUNITY HOSPITAL" "CALCIUM GLUCONATE 10%" MCHINJI
"KOCHILIRA RURAL/ COMMUNITY HOSPITAL" "CALCIUM GLUCONATE 10%, 10ML" MCHINJI
"KOCHILIRA RURAL/ COMMUNITY HOSPITAL" "COPPER CONTAINING IUCD" MCHINJI
"KOCHILIRA RURAL/ COMMUNITY HOSPITAL" "COPPER CONTAINING IUCD (COPPER T)" MCHINJI
"KOCHILIRA RURAL/ COMMUNITY HOSPITAL" "FEMALE CONDOMS" MCHINJI
"KOCHILIRA RURAL/ COMMUNITY HOSPITAL" "FEMALE CONDOMS , EACH" MCHINJI
"KOCHILIRA RURAL/ COMMUNITY HOSPITAL" "IMPLANON (ETONOGESTREL 68MG),IMPLANT,1 ROD" MCHINJI
"KOCHILIRA RURAL/ COMMUNITY HOSPITAL" "IMPLANON (ETONOGESTREL 68MG),IMPLANT,1 ROD," MCHINJI
"KOCHILIRA RURAL/ COMMUNITY HOSPITAL" "JADELLE( LEVONORGESTREL  75MG/ROD),2ROD IMPLANT,5  YEAR EFFICACY" MCHINJI
"KOCHILIRA RURAL/ COMMUNITY HOSPITAL" JADELLE(IMPLANT) MCHINJI
"KOCHILIRA RURAL/ COMMUNITY HOSPITAL" "LEVONORGESTREL (0.75MG, 2 TAB) OR (1.5MG, 1 TAB) PACK - EMERGENCY PILL" MCHINJI
"KOCHILIRA RURAL/ COMMUNITY HOSPITAL" "LEVOPLANT (LEVONOGETREL75MG/ROD),2ROD IMPLANT,3 YEAR EFFICACY" MCHINJI
"KOCHILIRA RURAL/ COMMUNITY HOSPITAL" "MAGNESIUM SULPHATE 50%, 2ML AMPOULE" MCHINJI
"KOCHILIRA RURAL/ COMMUNITY HOSPITAL" "MALE CONDOMS" MCHINJI
"KOCHILIRA RURAL/ COMMUNITY HOSPITAL" "MALE CONDOMS,EACH" MCHINJI
"KOCHILIRA RURAL/ COMMUNITY HOSPITAL" "MEDROXYPROGESTERONE ACETATE INJECTION, 150MG/ML - DEPO-PROVERA" MCHINJI
"KOCHILIRA RURAL/ COMMUNITY HOSPITAL" "MEDROXYPROGESTERONE ACETATE INTRAMUSCULAR INJECTION, 150MG/ML E.G DEPO PROVERA/TRICLOFEM, VIAL" MCHINJI
"KOCHILIRA RURAL/ COMMUNITY HOSPITAL" "MEDROXYPROGESTERONE ACETATE,SUBCUTANEOUS INJECTION, 104MG/0.65ML E.G  SAYANA PRESS" MCHINJI
"KOCHILIRA RURAL/ COMMUNITY HOSPITAL" "MEDROXYPROGESTERONE ACETATE,SUBCUTANEOUS INJECTION, 104MG/0.65ML E.G  SAYANA PRESS,VIAL" MCHINJI
"KOCHILIRA RURAL/ COMMUNITY HOSPITAL" "ORAL CONTRACEPTIVE TABLETS - LEVONOGESTREL ONLY 0.3MG (MICROLUT)" MCHINJI
"KOCHILIRA RURAL/ COMMUNITY HOSPITAL" "ORAL CONTRACEPTIVE, COMBINED LOW OESTROGEN (MICROGYNON) ETHINYLESTRADIOL 0.03MG + LEVONORGESTREL 0.15MG" MCHINJI
"KOCHILIRA RURAL/ COMMUNITY HOSPITAL" "OXYTOCIN 10 IU/ML, 1ML" MCHINJI
"KOCHILIRA RURAL/ COMMUNITY HOSPITAL" "OXYTOCIN 10 IU/ML, 1ML,AMPOULE" MCHINJI
"KUKALANGA DISPENSARY" "COPPER CONTAINING IUCD" MANGOCHI
"KUKALANGA DISPENSARY" "COPPER CONTAINING IUCD (COPPER T)" MANGOCHI
"KUKALANGA DISPENSARY" "DEXAMETHASONE INJECTION 5MG/2ML,2ML" MANGOCHI
"KUKALANGA DISPENSARY" "IMPLANON (ETONOGESTREL 68MG),IMPLANT,1 ROD" MANGOCHI
"KUKALANGA DISPENSARY" "IMPLANON (ETONOGESTREL 68MG),IMPLANT,1 ROD," MANGOCHI
"KUKALANGA DISPENSARY" "JADELLE( LEVONORGESTREL  75MG/ROD),2ROD IMPLANT,5  YEAR EFFICACY" MANGOCHI
"KUKALANGA DISPENSARY" JADELLE(IMPLANT) MANGOCHI
"KUKALANGA DISPENSARY" "LEVONORGESTREL (0.75MG, 2 TAB) OR (1.5MG, 1 TAB) PACK - EMERGENCY PILL" MANGOCHI
"KUKALANGA DISPENSARY" "LEVOPLANT (LEVONOGETREL75MG/ROD),2ROD IMPLANT,3 YEAR EFFICACY" MANGOCHI
"KUKALANGA DISPENSARY" "MAGNESIUM SULPHATE 50%, 2ML AMPOULE" MANGOCHI
"KUKALANGA DISPENSARY" "MALE CONDOMS" MANGOCHI
"KUKALANGA DISPENSARY" "MALE CONDOMS,EACH" MANGOCHI
"KUKALANGA DISPENSARY" "MEDROXYPROGESTERONE ACETATE INJECTION, 150MG/ML - DEPO-PROVERA" MANGOCHI
"KUKALANGA DISPENSARY" "MEDROXYPROGESTERONE ACETATE INTRAMUSCULAR INJECTION, 150MG/ML E.G DEPO PROVERA/TRICLOFEM, VIAL" MANGOCHI
"KUKALANGA DISPENSARY" "MEDROXYPROGESTERONE ACETATE,SUBCUTANEOUS INJECTION, 104MG/0.65ML E.G  SAYANA PRESS" MANGOCHI
"KUKALANGA DISPENSARY" "MEDROXYPROGESTERONE ACETATE,SUBCUTANEOUS INJECTION, 104MG/0.65ML E.G  SAYANA PRESS,VIAL" MANGOCHI
"KUKALANGA DISPENSARY" "ORAL CONTRACEPTIVE TABLETS - LEVONOGESTREL ONLY 0.3MG (MICROLUT)" MANGOCHI
"KUKALANGA DISPENSARY" "ORAL CONTRACEPTIVE, COMBINED LOW OESTROGEN (MICROGYNON) ETHINYLESTRADIOL 0.03MG + LEVONORGESTREL 0.15MG" MANGOCHI
"KUKALANGA DISPENSARY" "OXYTOCIN 10 IU/ML, 1ML" MANGOCHI
"KUKALANGA DISPENSARY" "OXYTOCIN 10 IU/ML, 1ML,AMPOULE" MANGOCHI
"KUKALANGA DISPENSARY" "PREGNANCY SLIDE TEST KIT (HUMAN-CHORIONIC GONADOTROPHIN) HCG" MANGOCHI
"KUKALANGA DISPENSARY" "PREGNANCY TEST KIT (HUMAN - CHORIONIC GONADOTROPHIN (H" MANGOCHI
"KUKALANGA DISPENSARY" "PREGNANCY TEST KIT (HUMAN - CHORIONIC GONADOTROPHIN (HCG)" MANGOCHI
"KUNENEKUDE HEALTH CENTRE" "FEMALE CONDOMS" MWANZA
"KUNENEKUDE HEALTH CENTRE" "FEMALE CONDOMS , EACH" MWANZA
"KUNENEKUDE HEALTH CENTRE" "IMPLANON (ETONOGESTREL 68MG),IMPLANT,1 ROD" MWANZA
"KUNENEKUDE HEALTH CENTRE" "IMPLANON (ETONOGESTREL 68MG),IMPLANT,1 ROD," MWANZA
"KUNENEKUDE HEALTH CENTRE" "JADELLE( LEVONORGESTREL  75MG/ROD),2ROD IMPLANT,5  YEAR EFFICACY" MWANZA
"KUNENEKUDE HEALTH CENTRE" JADELLE(IMPLANT) MWANZA
"KUNENEKUDE HEALTH CENTRE" "LEVONORGESTREL (0.75MG, 2 TAB) OR (1.5MG, 1 TAB) PACK - EMERGENCY PILL" MWANZA
"KUNENEKUDE HEALTH CENTRE" "LEVOPLANT (LEVONOGETREL75MG/ROD),2ROD IMPLANT,3 YEAR EFFICACY" MWANZA
"KUNENEKUDE HEALTH CENTRE" "MAGNESIUM SULPHATE 50%, 2ML AMPOULE" MWANZA
"KUNENEKUDE HEALTH CENTRE" "MALE CONDOMS" MWANZA
"KUNENEKUDE HEALTH CENTRE" "MALE CONDOMS,EACH" MWANZA
"KUNENEKUDE HEALTH CENTRE" "MEDROXYPROGESTERONE ACETATE INJECTION, 150MG/ML - DEPO-PROVERA" MWANZA
"KUNENEKUDE HEALTH CENTRE" "MEDROXYPROGESTERONE ACETATE INTRAMUSCULAR INJECTION, 150MG/ML E.G DEPO PROVERA/TRICLOFEM, VIAL" MWANZA
"KUNENEKUDE HEALTH CENTRE" "MEDROXYPROGESTERONE ACETATE,SUBCUTANEOUS INJECTION, 104MG/0.65ML E.G  SAYANA PRESS" MWANZA
